sequence_id,scenario,scenario_name,run_id,seed,api_elapsed_seconds,api_elapsed_ms,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,model_logical_throughput,mean_finality_latency_logical,mean_receipt_latency_logical,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability,real_submitted_tx_per_sec,real_finality_certs_per_sec,real_receipts_per_sec,real_rewards_per_sec
305,Q4,Poor mobile connectivity,5,631,0.00810469,8.1047,257,257,227,215,645,3225,3,2,741,9,3,88.3268,83.6576,1.72,21.175,26.6548,12.4514,90.0621,89.6592,0.2015,40.6698,40.007,60.0,1,0.0,31710.0424,28008.481,26527.8565,79583.5694
306,Q4,Poor mobile connectivity,6,632,0.00807059,8.0706,259,259,229,205,615,3075,5,2,747,7,5,88.417,79.1506,1.64,21.4675,26.9993,14.2857,117.1248,116.8571,0.1338,25.0,30.027,40.878,1,0.0,32091.8496,28374.6469,25400.8848,76202.6545
307,Q4,Poor mobile connectivity,7,633,0.00846236,8.4624,275,275,234,220,660,3300,0,2,784,12,0,85.0909,80.0,1.76,21.5226,26.8822,16.7273,114.7609,114.4762,0.1423,27.303,22.0164,30.8182,2,0.0,32496.8372,27651.8542,25997.4697,77992.4092
308,Q4,Poor mobile connectivity,8,634,0.00847044,8.4704,218,218,193,183,549,2745,1,2,629,11,1,88.5321,83.945,1.464,21.3987,27.0428,13.7615,92.1232,91.7573,0.183,33.1803,28.3483,42.9508,1,0.0,25736.5524,22785.1129,21604.5371,64813.6113
309,Q4,Poor mobile connectivity,9,635,0.00778679,7.7868,233,233,199,183,549,2745,2,2,665,10,2,85.4077,78.5408,1.464,21.1241,26.6993,10.3004,96.3319,96.0322,0.1498,41.0109,42.0818,60.0,1,0.0,29922.452,25556.0857,23501.325,70503.975
310,Q4,Poor mobile connectivity,10,636,0.00754976,7.5498,220,220,182,168,504,2520,3,2,622,9,3,82.7273,76.3636,1.344,21.085,26.6483,11.3636,105.7084,105.249,0.2297,40.1786,42.0026,60.0,1,0.0,29139.9914,24106.7202,22252.3571,66757.0713
311,Q4,Poor mobile connectivity,11,637,0.00707207,7.0721,214,214,176,167,501,2505,3,2,604,9,3,82.243,78.0374,1.336,21.3669,26.8545,13.5514,81.6415,80.9818,0.3298,28.2036,22.0954,31.976,2,0.0,30259.8729,24886.6245,23614.013,70842.0389
312,Q4,Poor mobile connectivity,12,638,0.00844169,8.4417,226,226,209,196,588,2940,3,2,661,9,3,92.4779,86.7257,1.568,21.3469,26.729,15.0442,94.9145,94.9826,0.034,32.8571,23.5485,37.9592,1,0.0,26771.8905,24758.0757,23218.0997,69654.2991
313,Q4,Poor mobile connectivity,13,639,0.00726237,7.2624,254,254,223,198,594,2970,3,2,731,9,3,87.7953,77.9528,1.584,21.1519,26.5996,11.4173,108.6001,108.0526,0.2738,40.7576,42.0459,60.0,1,0.0,34974.8133,30706.2337,27263.8309,81791.4926
314,Q4,Poor mobile connectivity,14,640,0.00787272,7.8727,261,261,237,221,663,3315,2,2,759,10,2,90.8046,84.6743,1.768,21.2618,26.6907,13.41,111.7381,111.9327,0.0973,30.7843,22.6851,35.2941,1,0.0,33152.4471,30103.9463,28071.6123,84214.837
315,Q4,Poor mobile connectivity,15,641,0.00743027,7.4303,260,260,234,214,642,3210,4,2,754,8,4,90.0,82.3077,1.712,21.3736,26.7774,15.3846,99.762,99.4213,0.1704,26.8411,24.6306,35.3271,1,0.0,34991.9848,31492.7863,28801.0952,86403.2856
316,Q4,Poor mobile connectivity,16,642,0.00766052,7.6605,252,252,216,198,594,2970,1,2,720,11,1,85.7143,78.5714,1.584,21.4658,26.8828,18.254,100.5526,100.2283,0.1622,42.101,40.069,60.0,1,0.0,32895.9478,28196.5267,25846.8161,77540.4483
317,Q4,Poor mobile connectivity,17,643,0.00837081,8.3708,286,286,250,226,678,3390,1,2,822,11,1,87.4126,79.021,1.808,21.5169,26.9727,15.7343,111.5486,111.327,0.1108,29.5575,22.3377,33.7168,1,0.0,34166.3349,29865.6773,26998.5723,80995.7169
318,Q4,Poor mobile connectivity,18,644,0.0073875,7.3875,255,255,223,205,615,3075,2,2,733,10,2,87.451,80.3922,1.64,21.1818,26.5987,14.902,100.8404,101.0401,0.0998,12.122,26.3602,34.2439,1,0.0,34517.7712,30186.1293,27749.5807,83248.7422
319,Q4,Poor mobile connectivity,19,645,0.00761324,7.6132,235,235,204,188,564,2820,2,2,674,10,2,86.8085,80.0,1.504,21.425,26.9746,17.0213,102.6689,102.4851,0.0919,33.1206,23.6831,38.2979,1,0.0,30867.2745,26795.4213,24693.8196,74081.4589
320,Q4,Poor mobile connectivity,20,646,0.00771994,7.7199,213,213,192,180,540,2700,1,2,618,11,1,90.1408,84.507,1.44,21.4165,26.9331,15.493,86.1499,85.8117,0.1691,40.6111,42.0299,60.0,1,0.0,27590.888,24870.6596,23316.2434,69948.7302
321,Q4,Poor mobile connectivity,21,647,0.00654481,6.5448,210,210,183,164,492,2460,1,2,603,11,1,87.1429,78.0952,1.312,21.3928,26.8603,13.3333,103.0693,102.5208,0.2742,24.1951,24.003,30.3659,2,0.0,32086.4832,27961.0782,25058.0154,75174.0463
322,Q4,Poor mobile connectivity,22,648,0.00746621,7.4662,256,256,224,211,633,3165,2,2,736,10,2,87.5,82.4219,1.688,21.5547,27.0984,19.1406,117.4083,117.2771,0.0656,32.1137,28.0032,40.2844,1,0.0,34287.8114,30001.8349,28260.657,84781.971
323,Q4,Poor mobile connectivity,23,649,0.00797733,7.9773,292,292,263,230,690,3450,2,2,847,10,2,90.0685,78.7671,1.84,21.3801,26.837,15.7534,115.6421,115.435,0.1036,32.3478,28.0302,39.1304,1,0.0,36603.712,32968.4119,28831.691,86495.073
324,Q4,Poor mobile connectivity,24,650,0.00802413,8.0241,211,211,192,174,522,2610,2,2,614,10,2,90.9953,82.4645,1.392,21.7595,27.372,19.9052,111.263,111.4577,0.0973,32.4598,28.0528,41.1494,1,0.0,26295.6824,23927.8247,21684.5911,65053.7734
325,Q4,Poor mobile connectivity,25,651,0.00918286,9.1829,263,263,234,206,618,3090,0,2,760,12,0,88.9734,78.327,1.648,21.3245,26.7122,15.5894,104.966,105.4612,0.2476,29.1586,22.2509,33.2039,2,0.0,28640.2991,25482.2433,22433.086,67299.2579
326,Q4,Poor mobile connectivity,26,652,0.00771079,7.7108,218,218,201,181,543,2715,0,2,637,12,0,92.2018,83.0275,1.448,21.5894,27.0841,17.4312,92.0742,91.5897,0.2422,27.3112,22.0168,30.8287,2,0.0,28272.089,26067.3848,23473.6152,70420.8456
327,Q4,Poor mobile connectivity,27,653,0.00866136,8.6614,246,246,217,198,594,2970,1,2,709,11,1,88.2114,80.4878,1.584,21.4368,27.0398,15.0407,93.2133,92.7552,0.229,32.3232,28.0261,39.1919,1,0.0,28402.0029,25053.7993,22860.1487,68580.446
328,Q4,Poor mobile connectivity,28,654,0.0088672,8.8672,227,227,200,188,564,2820,1,2,654,11,1,88.1057,82.8194,1.504,21.6167,27.1195,18.0617,104.6223,104.5202,0.051,41.1915,40.0222,60.0,1,0.0,25599.961,22555.0317,21201.7298,63605.1895
329,Q4,Poor mobile connectivity,29,655,0.00757799,7.578,202,202,177,155,465,2325,3,2,581,9,3,87.6238,76.7327,1.24,21.5353,27.0542,18.8119,80.9305,80.9247,0.0029,32.3613,28.0326,39.0968,1,0.0,26656.1344,23357.1079,20453.9645,61361.8936
330,Q4,Poor mobile connectivity,30,656,0.00775634,7.7563,251,251,211,197,591,2955,2,2,713,10,2,84.0637,78.4861,1.576,21.4326,26.976,15.1394,108.2491,107.6781,0.2855,30.1015,22.4767,34.4162,1,0.0,32360.6237,27203.5522,25398.5772,76195.7315
331,Q4,Poor mobile connectivity,31,657,0.00766975,7.6698,234,234,199,176,528,2640,1,2,667,11,1,85.0427,75.2137,1.408,21.3643,26.7347,16.2393,111.6635,111.4129,0.1253,32.2727,28.0186,39.3182,1,0.0,30509.465,25946.0835,22947.2899,68841.8698
332,Q4,Poor mobile connectivity,32,658,0.00820286,8.2029,245,245,222,197,591,2955,3,2,712,9,3,90.6122,80.4082,1.576,21.3177,26.8252,13.0612,99.9224,99.4646,0.2289,26.7259,31.0133,38.0711,1,0.0,29867.6388,27063.738,24016.0198,72048.0593
333,Q4,Poor mobile connectivity,33,659,0.008267,8.267,251,251,216,198,594,2970,4,2,718,8,4,86.0558,78.8845,1.584,21.3957,26.8852,15.9363,106.6907,106.697,0.0031,25.2929,24.1306,32.4242,2,0.0,30361.6716,26127.9724,23950.6414,71851.9241
334,Q4,Poor mobile connectivity,34,660,0.00933546,9.3355,259,259,231,211,633,3165,2,2,749,10,2,89.1892,81.4672,1.688,21.2713,26.8273,13.5135,101.5929,101.5919,0.0005,26.7773,22.0005,30.1422,2,0.0,27743.6695,24744.3539,22601.9856,67805.9567
335,Q4,Poor mobile connectivity,35,661,0.00809373,8.0937,249,249,215,192,576,2880,1,2,713,11,1,86.3454,77.1084,1.536,21.5766,27.113,18.0723,106.4822,107.1925,0.3551,32.9861,23.6137,38.125,1,0.0,30764.551,26563.7689,23722.0634,71166.1902
336,Q4,Poor mobile connectivity,36,662,0.00964662,9.6466,299,299,262,241,723,3615,3,2,860,9,3,87.6254,80.602,1.928,21.3241,26.9176,14.7157,115.9905,115.8527,0.0689,42.9876,40.1395,60.0,1,0.0,30995.3188,27159.7777,24982.8489,74948.5467
337,Q4,Poor mobile connectivity,37,663,0.00690722,6.9072,197,197,181,172,516,2580,2,2,575,10,2,91.8782,87.3096,1.376,21.5299,26.9811,17.7665,81.3517,81.4281,0.0382,31.0465,34.0487,41.3953,1,0.0,28520.8934,26204.4757,24901.4907,74704.4721
338,Q4,Poor mobile connectivity,38,664,0.00909594,9.0959,297,297,264,241,723,3615,1,2,858,11,1,88.8889,81.1448,1.928,21.2636,26.6623,15.1515,109.7807,109.5707,0.105,32.1784,34.2109,42.9046,1,0.0,32651.9125,29023.9222,26495.3229,79485.9687
339,Q4,Poor mobile connectivity,39,665,0.00964008,9.6401,229,229,210,199,597,2985,2,2,668,10,2,91.7031,86.8996,1.592,21.2156,26.8687,12.2271,102.6782,102.9878,0.1548,30.3015,22.5339,34.6734,1,0.0,23755.0019,21784.0629,20642.9929,61928.9788
340,Q4,Poor mobile connectivity,40,666,0.00754498,7.545,249,249,225,201,603,3015,3,2,723,9,3,90.3614,80.7229,1.608,21.1904,26.8459,12.4498,99.1136,99.598,0.2422,29.801,22.397,34.0299,1,0.0,33002.093,29821.1684,26640.2438,79920.7314
341,Q4,Poor mobile connectivity,41,667,0.0072329,7.2329,207,207,185,170,510,2550,0,2,599,12,0,89.372,82.1256,1.36,21.1959,26.7016,12.0773,102.0039,101.9983,0.0028,25.0,30.0174,40.7059,1,0.0,28619.23,25577.5727,23503.7155,70511.1464
342,Q4,Poor mobile connectivity,42,668,0.0076309,7.6309,248,248,216,199,597,2985,0,2,712,12,0,87.0968,80.2419,1.592,21.3871,26.9952,16.5323,104.3297,104.5658,0.1181,29.129,22.245,33.1658,2,0.0,32499.4431,28305.9665,26078.1821,78234.5464
343,Q4,Poor mobile connectivity,43,669,0.00775053,7.7505,219,219,194,173,519,2595,3,2,632,9,3,88.5845,78.9954,1.384,21.2262,26.6061,14.1553,91.2308,90.6323,0.2992,28.5318,25.6045,38.4971,1,0.0,28256.1285,25030.5431,22321.0513,66963.1539
344,Q4,Poor mobile connectivity,44,670,0.00682824,6.8282,203,203,173,161,483,2415,3,2,579,9,3,85.2217,79.3103,1.288,21.2961,26.8486,15.2709,99.7859,98.8667,0.4596,30.8385,34.0312,41.118,1,0.0,29729.4633,25335.9466,23578.5399,70735.6197
345,Q4,Poor mobile connectivity,45,671,0.00710867,7.1087,198,198,164,145,435,2175,4,2,560,8,4,82.8283,73.2323,1.16,21.7213,27.2848,17.6768,87.4774,87.0369,0.2202,27.8621,25.1653,37.2414,1,0.0,27853.3115,23070.4196,20397.6271,61192.8814
346,Q4,Poor mobile connectivity,46,672,0.00793375,7.9337,216,216,197,183,549,2745,3,2,629,9,3,91.2037,84.7222,1.464,21.3642,26.8411,13.4259,96.4892,95.9212,0.284,25.0,30.0038,40.3279,1,0.0,27225.4643,24830.6318,23066.0183,69198.055
347,Q4,Poor mobile connectivity,47,673,0.00891797,8.918,283,283,246,227,681,3405,2,2,812,10,2,86.9258,80.212,1.816,21.3361,26.8781,16.9611,117.8629,118.4022,0.2696,32.5286,28.0699,38.6784,1,0.0,31733.6615,27584.7376,25454.2091,76362.6272
348,Q4,Poor mobile connectivity,48,674,0.007964,7.964,208,208,175,154,462,2310,1,2,591,11,1,84.1346,74.0385,1.232,21.1435,26.5214,14.4231,108.4943,108.3401,0.0771,26.9697,22.0037,30.3896,2,0.0,26117.5158,21973.8714,19337.0069,58011.0206
349,Q4,Poor mobile connectivity,49,675,0.00794744,7.9474,221,221,192,177,531,2655,0,2,634,12,0,86.8778,80.0905,1.416,21.4886,26.9653,16.2896,95.2607,94.6886,0.2861,31.2806,22.8602,35.9322,1,0.0,27807.6931,24158.7198,22271.3198,66813.9594
350,Q4,Poor mobile connectivity,50,676,0.00929951,9.2995,256,256,230,209,627,3135,1,2,742,11,1,89.8438,81.6406,1.672,21.2126,26.748,13.2812,106.0953,106.4919,0.1983,24.5359,24.0224,31.0048,2,0.0,27528.3262,24732.4806,22474.2976,67422.8927
351,Q4,Poor mobile connectivity,51,677,0.00851092,8.5109,260,260,231,209,627,3135,2,2,751,10,2,88.8462,80.3846,1.672,21.2084,26.5578,13.0769,106.9939,107.0737,0.0399,40.3589,42.0103,60.0,1,0.0,30548.9924,27141.6048,24556.6901,73670.0702
352,Q4,Poor mobile connectivity,52,678,0.01015527,10.1553,272,272,244,223,669,3345,2,2,788,10,2,89.7059,81.9853,1.784,21.2881,26.9236,14.3382,111.8848,111.5271,0.1789,29.2825,22.2765,33.3632,1,0.0,26784.1256,24026.9362,21959.0441,65877.1324
353,Q4,Poor mobile connectivity,53,679,0.00743451,7.4345,258,258,228,212,636,3180,4,2,744,8,4,88.3721,82.1705,1.696,21.4355,26.87,15.1163,108.0036,107.8101,0.0967,25.0,30.4037,36.6038,1,0.0,34703.0315,30667.7953,28515.6693,85547.0079
354,Q4,Poor mobile connectivity,54,680,0.00735778,7.3578,215,215,194,180,540,2700,1,2,624,11,1,90.2326,83.7209,1.44,21.2683,26.7046,12.5581,94.61,94.5686,0.0207,31.0,34.0444,41.3333,1,0.0,29220.7744,26366.6522,24463.9041,73391.7124
355,Q4,Poor mobile connectivity,55,681,0.00799113,7.9911,245,245,208,193,579,2895,2,2,698,10,2,84.898,78.7755,1.544,20.9071,26.4096,9.7959,103.8413,104.1167,0.1377,24.0829,24.0005,30.1554,2,0.0,30658.9932,26028.8595,24151.7783,72455.3349
356,Q4,Poor mobile connectivity,56,682,0.00796914,7.9691,264,264,234,214,642,3210,2,2,762,10,2,88.6364,81.0606,1.712,21.7495,27.3134,21.5909,104.2544,104.4943,0.1199,32.5545,23.4008,37.5701,1,0.0,33127.8029,29363.2799,26853.5978,80560.7935
357,Q4,Poor mobile connectivity,57,683,0.00684687,6.8469,198,198,175,160,480,2400,3,2,571,9,3,88.3838,80.8081,1.28,21.7918,27.2356,20.7071,101.7334,101.6125,0.0604,25.0,30.1072,41.75,1,0.0,28918.3106,25559.1129,23368.3318,70104.9954
358,Q4,Poor mobile connectivity,58,684,0.00713008,7.1301,233,233,210,197,591,2955,2,2,676,10,2,90.1288,84.5494,1.576,21.5114,26.9927,16.7382,95.3034,95.0483,0.1275,32.2081,34.2167,42.9442,1,0.0,32678.4736,29452.7015,27629.439,82888.317
359,Q4,Poor mobile connectivity,59,685,0.00888469,8.8847,264,264,229,214,642,3210,1,2,757,11,1,86.7424,81.0606,1.712,21.3502,26.88,14.0152,98.4269,98.2323,0.0973,32.1495,28.0056,39.6262,1,0.0,29714.0194,25774.6608,24086.3642,72259.0927
360,Q4,Poor mobile connectivity,60,686,0.00713898,7.139,218,218,191,169,507,2535,3,2,627,9,3,87.6147,77.5229,1.352,21.4456,27.0119,18.8073,102.7477,102.6853,0.0312,24.4734,24.0175,30.8876,2,0.0,30536.5924,26754.5373,23672.8629,71018.5887
361,Q4,Poor mobile connectivity,61,687,0.0076313,7.6313,252,252,209,189,567,2835,2,2,713,10,2,82.9365,75.0,1.512,21.2617,26.7787,14.6825,100.1804,99.8617,0.1593,30.9877,22.7545,35.5556,1,0.0,33021.875,27387.19,24766.4063,74299.2188
362,Q4,Poor mobile connectivity,62,688,0.008848,8.848,269,269,236,215,645,3225,2,2,774,10,2,87.7323,79.9257,1.72,21.4073,26.9823,16.3569,118.1546,117.8186,0.168,33.1535,28.3326,37.1163,1,0.0,30402.3371,26672.6823,24299.2657,72897.7971
363,Q4,Poor mobile connectivity,63,689,0.00702407,7.0241,213,213,189,176,528,2640,1,2,615,11,1,88.7324,82.6291,1.408,21.5736,27.1712,18.7793,92.6416,92.6915,0.0249,27.8182,25.1389,37.1591,1,0.0,30324.2905,26907.4691,25056.6908,75170.0723
364,Q4,Poor mobile connectivity,64,690,0.00892993,8.9299,286,286,258,246,738,3690,2,2,830,10,2,90.2098,86.014,1.968,21.2748,26.7834,13.2867,115.3885,115.5374,0.0745,11.7073,26.2332,33.4146,1,0.0,32027.1232,28891.6006,27547.8052,82643.4157
365,Q4,Poor mobile connectivity,65,691,0.00644171,6.4417,192,192,164,155,465,2325,1,2,548,11,1,85.4167,80.7292,1.24,21.1869,26.7229,12.5,83.9907,83.7439,0.1234,29.2645,26.1652,39.871,1,0.0,29805.7735,25459.0982,24061.9525,72185.8576
366,Q4,Poor mobile connectivity,66,692,0.00830955,8.3096,240,240,219,208,624,3120,3,2,699,9,3,91.25,86.6667,1.664,21.5837,26.9601,16.25,104.3125,104.6075,0.1475,25.8462,24.2663,33.4615,1,0.0,28882.4305,26355.2178,25031.4397,75094.3192
367,Q4,Poor mobile connectivity,67,693,0.00589759,5.8976,181,181,160,148,444,2220,2,2,522,10,2,88.3978,81.768,1.184,21.3363,26.9018,16.0221,88.4689,88.6784,0.1048,40.8784,42.0617,60.0,1,0.0,30690.5232,27129.7443,25095.0135,75285.0404
368,Q4,Poor mobile connectivity,68,694,0.00812618,8.1262,263,263,235,214,642,3210,1,2,761,11,1,89.3536,81.3688,1.712,21.523,27.0189,16.3498,98.786,99.3299,0.272,27.757,22.048,31.4019,2,0.0,32364.5225,28918.8699,26334.6305,79003.8914
369,Q4,Poor mobile connectivity,69,695,0.00814503,8.145,238,238,217,199,597,2985,2,2,693,10,2,91.1765,83.6134,1.592,21.422,27.01,13.8655,107.3865,107.3235,0.0315,12.3367,26.4368,34.6734,1,0.0,29220.2837,26642.0234,24432.086,73296.258
370,Q4,Poor mobile connectivity,70,696,0.00841286,8.4129,221,221,195,181,543,2715,1,2,637,11,1,88.2353,81.9005,1.448,21.2206,26.6671,14.4796,96.4071,95.865,0.2711,42.7403,40.1173,60.0,1,0.0,26269.3099,23178.8028,21514.6837,64544.051
371,Q4,Poor mobile connectivity,71,697,0.0085755,8.5755,291,291,267,241,723,3615,0,2,849,12,0,91.7526,82.8179,1.928,21.3242,26.8572,13.4021,114.835,115.034,0.0995,32.5643,28.0796,38.5892,1,0.0,33933.8774,31135.2071,28103.3143,84309.9429
372,Q4,Poor mobile connectivity,72,698,0.00906274,9.0627,241,241,214,202,606,3030,1,2,696,11,1,88.7967,83.8174,1.616,21.4335,26.9808,15.7676,110.8957,111.0162,0.0603,28.7459,22.1747,32.6733,2,0.0,26592.3904,23613.1599,22289.0575,66867.1726
373,Q4,Poor mobile connectivity,73,699,0.0083325,8.3325,287,287,246,220,660,3300,1,2,820,11,1,85.7143,76.6551,1.76,21.4771,26.9798,14.9826,115.3779,115.0786,0.1496,26.9091,24.6612,35.4545,1,0.0,34443.4567,29522.9629,26402.6498,79207.9493
374,Q4,Poor mobile connectivity,74,700,0.00636857,6.3686,182,182,154,137,411,2055,2,2,518,10,2,84.6154,75.2747,1.096,21.4943,26.9803,15.3846,86.7645,86.6708,0.0469,26.6667,44.0,60.0,1,0.0,28577.835,24181.245,21511.8868,64535.6604
375,Q4,Poor mobile connectivity,75,701,0.00663858,6.6386,204,204,182,166,498,2490,3,2,590,9,3,89.2157,81.3725,1.328,21.3869,26.8831,17.6471,84.8026,85.2168,0.2071,24.5783,24.0261,31.0843,2,0.0,30729.4771,27415.5139,25005.3588,75016.0765
376,Q4,Poor mobile connectivity,76,702,0.00688823,6.8882,235,235,205,191,573,2865,2,2,675,10,2,87.234,81.2766,1.528,21.7296,27.2524,19.1489,109.3967,109.5581,0.0807,29.7208,22.3769,33.9267,1,0.0,34116.1564,29760.9024,27728.4505,83185.3515
377,Q4,Poor mobile connectivity,77,703,0.00772643,7.7264,249,249,218,203,609,3045,2,2,716,10,2,87.5502,81.5261,1.624,21.4503,26.7513,14.4578,96.6852,97.0324,0.1736,41.4975,40.035,60.0,1,0.0,32227.0315,28214.8308,26273.4434,78820.3302
378,Q4,Poor mobile connectivity,78,704,0.00849204,8.492,265,265,237,217,651,3255,3,2,767,9,3,89.434,81.8868,1.736,21.4206,26.8594,14.717,97.7764,97.6472,0.0646,25.0,30.3238,36.9585,1,0.0,31205.7012,27908.495,25553.3477,76660.0432
379,Q4,Poor mobile connectivity,79,705,0.00724909,7.2491,206,206,179,160,480,2400,3,2,591,9,3,86.8932,77.6699,1.28,21.2268,26.65,15.0485,93.647,93.5956,0.0257,33.2,28.36,43.0,1,0.0,28417.3639,24692.7579,22071.7389,66215.2168
380,Q4,Poor mobile connectivity,80,706,0.00708618,7.0862,202,202,181,167,501,2505,3,2,585,9,3,89.604,82.6733,1.336,21.0283,26.533,12.3762,102.2692,102.3556,0.0432,26.5868,24.5228,34.8503,1,0.0,28506.199,25542.6832,23567.0061,70701.0182
381,Q4,Poor mobile connectivity,81,707,0.00887547,8.8755,248,248,217,200,600,3000,1,2,713,11,1,87.5,80.6452,1.6,21.4034,26.9843,15.3226,104.9923,104.4278,0.2822,40.4,42.0128,60.0,1,0.0,27942.1885,24449.4149,22534.023,67602.069
382,Q4,Poor mobile connectivity,82,708,0.00807523,8.0752,225,225,203,182,546,2730,2,2,653,10,2,90.2222,80.8889,1.456,21.1907,26.636,13.3333,114.1913,114.1816,0.0048,25.7582,24.2415,33.2967,2,0.0,27862.9697,25138.5904,22538.0466,67614.1397
383,Q4,Poor mobile connectivity,83,709,0.00821643,8.2164,265,265,230,220,660,3300,5,2,760,7,5,86.7925,83.0189,1.76,21.2518,26.7479,12.4528,116.758,116.3195,0.2193,32.7273,28.1322,38.1818,1,0.0,32252.4385,27992.6825,26775.6093,80326.828
384,Q4,Poor mobile connectivity,84,710,0.00852982,8.5298,278,278,251,232,696,3480,1,2,807,11,1,90.2878,83.4532,1.856,21.6314,27.1172,17.9856,95.7509,95.3882,0.1814,26.8678,22.0016,30.2586,2,0.0,32591.555,29426.1882,27198.7078,81596.1233
385,Q4,Poor mobile connectivity,85,711,0.00852602,8.526,255,255,231,212,636,3180,1,2,741,11,1,90.5882,83.1373,1.696,21.4683,26.9406,16.4706,120.1577,120.0015,0.0781,32.0755,28.0014,40.1887,1,0.0,29908.445,27093.5325,24865.0601,74595.1804
386,Q4,Poor mobile connectivity,86,712,0.00830442,8.3044,276,276,246,220,660,3300,4,2,798,8,4,89.1304,79.7101,1.76,21.584,27.3305,19.5652,107.7925,108.335,0.2713,32.7273,28.1322,38.1818,1,0.0,33235.3333,29622.797,26491.9323,79475.7969
387,Q4,Poor mobile connectivity,87,713,0.00884412,8.8441,280,280,250,237,711,3555,2,2,810,10,2,89.2857,84.6429,1.896,21.2722,26.7737,12.8571,124.2791,124.3351,0.028,28.3404,22.1132,32.1519,2,0.0,31659.4564,28267.3718,26797.4685,80392.4054
388,Q4,Poor mobile connectivity,88,714,0.00671667,6.7167,213,213,181,170,510,2550,4,2,607,8,4,84.9765,79.8122,1.36,21.3873,26.9144,14.0845,91.7844,92.2626,0.2391,17.5686,36.8072,46.3529,1,0.0,31712.1525,26947.8855,25310.1687,75930.506
389,Q4,Poor mobile connectivity,89,715,0.00934024,9.3402,263,263,233,221,663,3315,0,2,759,12,0,88.5932,84.0304,1.768,21.2205,26.8436,11.7871,104.6871,104.4377,0.1247,28.8839,22.1986,32.8507,2,0.0,28157.7287,24945.8205,23661.0572,70983.1715
390,Q4,Poor mobile connectivity,90,716,0.0090965,9.0965,287,287,252,227,681,3405,2,2,826,10,2,87.8049,79.0941,1.816,21.5024,27.1205,18.4669,129.8809,130.0488,0.0839,24.0705,24.0004,30.1322,2,0.0,31550.5825,27702.9505,24954.6419,74863.9257
391,Q4,Poor mobile connectivity,91,717,0.00871418,8.7142,243,243,213,196,588,2940,4,2,699,8,4,87.6543,80.6584,1.568,21.4534,27.0008,16.0494,110.0609,110.1899,0.0645,32.4898,28.06,41.2245,1,0.0,27885.581,24442.9167,22492.0736,67476.2207
392,Q4,Poor mobile connectivity,92,718,0.0084928,8.4928,259,259,235,219,657,3285,1,2,753,11,1,90.7336,84.556,1.752,21.4506,27.0713,16.2162,106.753,106.5641,0.0944,24.5114,24.0204,30.9589,2,0.0,30496.4277,27670.5039,25786.5547,77359.664
393,Q4,Poor mobile connectivity,93,719,0.00827036,8.2704,279,279,238,225,675,3375,2,2,796,10,2,85.3047,80.6452,1.8,21.4501,26.9419,17.9211,123.924,124.3465,0.2112,25.0,30.0069,40.4444,1,0.0,33734.9199,28777.4586,27205.5806,81616.7418
394,Q4,Poor mobile connectivity,94,720,0.0068176,6.8176,194,194,170,158,474,2370,2,2,558,10,2,87.6289,81.4433,1.264,21.6613,27.205,17.5258,81.7231,82.2222,0.2496,25.0,30.5047,43.7975,1,0.0,28455.7574,24935.4575,23175.3076,69525.9227
395,Q4,Poor mobile connectivity,95,721,0.00691589,6.9159,220,220,195,181,543,2715,3,2,635,9,3,88.6364,82.2727,1.448,21.4648,26.8962,15.9091,97.6095,97.4753,0.0671,14.558,27.662,39.116,1,0.0,31810.7963,28195.9331,26171.6097,78514.8291
396,Q4,Poor mobile connectivity,96,722,0.00928341,9.2834,291,291,261,237,711,3555,1,2,843,11,1,89.6907,81.4433,1.896,21.406,26.9859,15.8076,121.1041,121.17,0.033,29.3249,22.2855,33.4177,1,0.0,31346.2504,28114.6782,25529.4204,76588.2612
397,Q4,Poor mobile connectivity,97,723,0.00791951,7.9195,220,220,190,172,516,2580,2,2,630,10,2,86.3636,78.1818,1.376,21.4226,26.9348,14.5455,86.511,85.8928,0.3091,24.7442,24.0433,31.3953,2,0.0,27779.4824,23991.3712,21718.5044,65155.5133
398,Q4,Poor mobile connectivity,98,724,0.00879571,8.7957,267,267,238,218,654,3270,1,2,772,11,1,89.1386,81.6479,1.744,21.3688,26.8624,14.9813,114.5191,114.7586,0.1197,28.8073,22.1852,32.7523,2,0.0,30355.704,27058.6426,24784.807,74354.4211
399,Q4,Poor mobile connectivity,99,725,0.04645048,46.4505,249,249,222,203,609,3045,2,2,720,10,2,89.1566,81.5261,1.624,21.517,27.0527,16.0643,98.2835,98.3137,0.0151,25.0,30.0031,40.2956,1,0.0,5360.5474,4779.2832,4370.2455,13110.7364
400,Q4,Poor mobile connectivity,100,726,0.00951393,9.5139,267,267,238,222,666,3330,3,2,772,9,3,89.1386,83.1461,1.776,21.2505,26.8279,12.7341,102.9939,102.5917,0.2011,32.2162,28.0117,39.4595,1,0.0,28064.1153,25015.9529,23334.2082,70002.6246
